"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-05-03,6
2,2,2,2020-05-04,2
0,0,0,2020-05-05,NA
4,4,6,2020-05-06,4
2,2,4,2020-05-07,2
4,4,6,2020-05-08,4
0,0,2,2020-05-09,NA
1,1,3,2020-05-10,1
4,4,6,2020-05-11,4
1,1,3,2020-05-12,1
2,2,4,2020-05-13,2
1,1,3,2020-05-14,1
3,3,5,2020-05-15,3
2,2,4,2020-05-16,2
5,5,7,2020-05-17,5
1,1,3,2020-05-18,1
5,5,7,2020-05-19,5
1,1,3,2020-05-20,1
3,3,5,2020-05-21,3
4,4,6.02499999999964,2020-05-22,4
2,2,5,2020-05-23,2
7,7,10,2020-05-24,7
9,9,13,2020-05-25,9
3,3,7,2020-05-26,3
8,7,11,2020-05-27,7
9,8,12,2020-05-28,8
7,6,10,2020-05-29,6
5,4,8,2020-05-30,4
6,5,9,2020-05-31,5
5,4,9,2020-06-01,4
10,9,14,2020-06-02,9
6,5,10,2020-06-03,5
8,7,12,2020-06-04,7
10,9,15,2020-06-05,9
9,7,12,2020-06-06,7
4,2,8,2020-06-07,2
7,5,11,2020-06-08,5
7,5,11,2020-06-09,5
4,2,9,2020-06-10,2
4,1,9,2020-06-11,1
