"estimate","lower","upper","onset_date","n.reported"
35,35,35,2020-04-30,35
41,41,42,2020-05-01,41
21,21,22,2020-05-02,21
30,30,31,2020-05-03,30
35,35,37,2020-05-04,35
26,26,29,2020-05-05,26
34,33,36,2020-05-06,33
43,41,46,2020-05-07,41
34,32,39,2020-05-08,32
41,38,46,2020-05-09,38
53,49,58,2020-05-10,49
40,36,45,2020-05-11,36
39,35,44,2020-05-12,35
30,26,35,2020-05-13,26
38,34,44,2020-05-14,33
50,46,56,2020-05-15,44
58,53,65,2020-05-16,51
45,40,52,2020-05-17,38
41,35,47,2020-05-18,33
44,38,51,2020-05-19,35
60,54,69,2020-05-20,50
36,30,44,2020-05-21,26
49,42,58,2020-05-22,37
42,36,51,2020-05-23,30
25,18,34,2020-05-24,12
60,52,70.0249999999996,2020-05-25,44
36,28,46,2020-05-26,20
29,21,40,2020-05-27,13
30,21,40,2020-05-28,12
39,29,51,2020-05-29,18
34,24,47,2020-05-30,11
39,28,53,2020-05-31,13
40,28,55,2020-06-01,12
35,22,51,2020-06-02,6
32,18,50,2020-06-03,3
32,16.9750000000002,51,2020-06-04,2
31,15,52,2020-06-05,NA
36,19,61,2020-06-06,3
35,16,64,2020-06-07,1
35,15,66,2020-06-08,NA
