"dt_evoluca","n.casos"
2020-03-24,1
2020-03-26,1
2020-04-01,1
2020-04-02,1
2020-04-06,1
2020-04-08,1
2020-04-12,1
2020-04-13,1
2020-04-16,1
2020-04-19,1
2020-04-21,1
2020-04-25,1
2020-04-26,2
2020-04-29,1
2020-05-02,1
2020-05-05,1
2020-05-11,1
2020-05-12,1
2020-05-13,2
2020-05-18,3
2020-05-19,2
2020-05-22,1
2020-05-23,2
2020-05-24,2
2020-05-25,1
2020-05-27,1
2020-05-28,1
2020-05-29,1
2020-05-30,2
2020-05-31,1
2020-06-01,3
2020-06-02,2
2020-06-03,1
2020-06-04,1
2020-06-07,2
2020-06-08,1
2020-06-09,2
2020-06-10,3
2020-06-11,1
2020-06-13,4
2020-06-14,1
2020-06-15,1
2020-06-16,1
2020-06-17,3
2020-06-18,1
2020-06-19,5
2020-06-21,2
2020-06-22,2
2020-06-23,1
2020-06-24,3
2020-06-25,1
2020-06-26,1
2020-06-27,3
2020-06-28,6
2020-06-29,3
2020-06-30,3
2020-07-01,2
2020-07-02,5
2020-07-03,15
2020-07-04,2
2020-07-05,7
2020-07-06,5
