"dt_notific","n.notific"
2020-03-18,1
2020-03-20,1
2020-03-22,2
2020-03-24,2
2020-03-27,1
2020-03-29,2
2020-03-30,3
2020-04-01,2
2020-04-04,1
2020-04-13,1
2020-04-14,1
2020-04-15,1
2020-04-19,1
2020-04-20,1
2020-04-24,1
2020-04-30,1
2020-05-02,2
2020-05-04,1
2020-05-11,2
2020-05-12,2
2020-05-14,2
2020-05-15,1
2020-05-16,1
2020-05-17,2
2020-05-19,1
2020-05-22,1
2020-05-23,1
2020-05-24,1
2020-05-25,2
2020-05-29,1
2020-06-01,5
2020-06-02,2
2020-06-03,1
2020-06-04,1
2020-06-05,2
2020-06-06,2
2020-06-08,3
2020-06-09,1
2020-06-10,4
2020-06-11,1
2020-06-12,1
2020-06-13,2
2020-06-15,1
2020-06-16,3
2020-06-17,4
2020-06-18,3
2020-06-19,1
2020-06-20,1
2020-06-21,1
2020-06-22,5
2020-06-23,3
2020-06-24,7
2020-06-25,2
2020-06-26,4
2020-06-27,3
2020-06-29,6
2020-06-30,3
2020-07-01,3
2020-07-02,1
2020-07-03,4
2020-07-04,1
2020-07-05,1
2020-07-06,6
2020-07-07,1
