"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-02,2
0,0,0,2020-05-03,NA
2,2,2,2020-05-04,2
0,0,0,2020-05-05,NA
2,2,2,2020-05-06,2
2,2,2,2020-05-07,2
2,2,2,2020-05-08,2
2,2,2,2020-05-09,2
3,3,3,2020-05-10,3
3,3,3,2020-05-11,3
1,1,1,2020-05-12,1
6,6,6,2020-05-13,6
0,0,0,2020-05-14,NA
2,2,2,2020-05-15,2
1,1,1,2020-05-16,1
3,3,3,2020-05-17,3
7,7,7,2020-05-18,7
3,3,3,2020-05-19,3
4,4,5,2020-05-20,4
1,1,2,2020-05-21,1
5,5,6,2020-05-22,5
5,5,6,2020-05-23,5
5,5,6,2020-05-24,5
2,2,3,2020-05-25,2
1,1,2,2020-05-26,1
4,4,5,2020-05-27,4
2,2,3,2020-05-28,2
3,3,5,2020-05-29,3
5,5,7,2020-05-30,5
3,3,5,2020-05-31,3
8,8,10,2020-06-01,8
4,4,6,2020-06-02,4
6,6,8,2020-06-03,6
4,4,7,2020-06-04,4
3,3,6,2020-06-05,3
1,0,3,2020-06-06,NA
7,6,9,2020-06-07,6
6,5,9,2020-06-08,5
3,2,7,2020-06-09,2
6,3,10,2020-06-10,3
