"estimate","lower","upper","onset_date","n.reported"
10,10,10,2020-05-02,10
11,11,13,2020-05-03,11
19,19,22,2020-05-04,19
17,17,20.0249999999996,2020-05-05,17
19,18,22,2020-05-06,18
19,18,22,2020-05-07,18
15,14,18,2020-05-08,14
23,22,26,2020-05-09,22
17,16,21,2020-05-10,16
22,21,26,2020-05-11,21
25,24,29,2020-05-12,24
18,17,22,2020-05-13,17
13,12,17,2020-05-14,12
17,16,21,2020-05-15,16
19,18,23,2020-05-16,18
16,15,20,2020-05-17,15
24,23,28,2020-05-18,23
15,14,19,2020-05-19,14
13,12,17,2020-05-20,12
17,15,21,2020-05-21,15
22,20,26,2020-05-22,20
18,16,22,2020-05-23,16
15,13,20,2020-05-24,13
24,21,29,2020-05-25,21
18,15,23,2020-05-26,15
14,11,19,2020-05-27,10
21,17,27,2020-05-28,16
20,15,26,2020-05-29,14
28,23,35,2020-05-30,21
20,14,27,2020-05-31,12
30,25,39,2020-06-01,21
26,20,35,2020-06-02,15
33,25,43,2020-06-03,18
36,27,48,2020-06-04,18
35,25,49,2020-06-05,14
45,33,61,2020-06-06,19
39,26,57,2020-06-07,10
46,31,67,2020-06-08,12
36,20,61,2020-06-09,NA
38,20,66,2020-06-10,NA
