"estimate","lower","upper","onset_date","n.reported"
21,21,21,2020-05-15,21
28,28,30,2020-05-16,28
26,26,29,2020-05-17,26
25,23,30,2020-05-18,23
26,24,32,2020-05-19,24
32,29,38,2020-05-20,29
25,21,31,2020-05-21,21
26,23,32,2020-05-22,22
21,18,28,2020-05-23,17
31,27,38,2020-05-24,26
25,20,32,2020-05-25,19
28,24,35,2020-05-26,22
29,24,37,2020-05-27,22
42,37,50,2020-05-28,34
33,27,41,2020-05-29,24
24,18,33,2020-05-30,15
21,15,30,2020-05-31,11
59,51,69,2020-06-01,46
36,29,46,2020-06-02,23
38,31,49,2020-06-03,24
40,32,51,2020-06-04,25
41,33,52,2020-06-05,26
37,29,48,2020-06-06,21
34,25,45,2020-06-07,17
33,24,44,2020-06-08,15
34,25,46,2020-06-09,15
42,32,54,2020-06-10,21
28,18,41,2020-06-11,7
35,25,48,2020-06-12,11
41,30,55,2020-06-13,14
37,25,53,2020-06-14,8
40,27,58,2020-06-15,9
41,28,60,2020-06-16,8
38,25,58,2020-06-17,4
40,25,63,2020-06-18,4
40,24,64,2020-06-19,3
41,24,65,2020-06-20,3
38,20,64,2020-06-21,NA
39,20,67,2020-06-22,NA
39,19,69,2020-06-23,NA
