"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-04-22,8
8,8,10,2020-04-23,8
10,10,12,2020-04-24,10
16,16,19,2020-04-25,16
5,5,8,2020-04-26,5
13,13,17,2020-04-27,13
12,11,15,2020-04-28,11
15,14,19,2020-04-29,14
19,18,23,2020-04-30,18
22,21,26,2020-05-01,21
7,6,11,2020-05-02,6
13,12,17,2020-05-03,12
13,12,17,2020-05-04,12
16,15,21,2020-05-05,15
17,16,22,2020-05-06,16
15,13,19,2020-05-07,13
17,15,22,2020-05-08,15
19,17,24,2020-05-09,17
15,12,20,2020-05-10,12
22,19,27,2020-05-11,19
19,16,25,2020-05-12,16
20,16,26,2020-05-13,16
20,17,26,2020-05-14,16
21,18,28,2020-05-15,17
18,14,24,2020-05-16,13
16,12,22,2020-05-17,11
17,13,24,2020-05-18,12
13,9,20,2020-05-19,7
24,19,31,2020-05-20,17
15,10,23,2020-05-21,8
20,15,28,2020-05-22,12
16,10,24,2020-05-23,7
13,7,21,2020-05-24,3
17,10,26,2020-05-25,6
22,15,32.0249999999996,2020-05-26,10
16,9,27,2020-05-27,3
16,8,28,2020-05-28,2
15,7,28,2020-05-29,NA
16,7,30,2020-05-30,NA
17,7,32,2020-05-31,NA
