"estimate","lower","upper","onset_date","n.reported"
14,14,14,2020-05-12,14
17,17,19,2020-05-13,17
13,13,16,2020-05-14,13
21,21,24,2020-05-15,21
16,16,19,2020-05-16,16
7,7,10,2020-05-17,7
13,12,15,2020-05-18,12
17,16,20,2020-05-19,16
20,19,24,2020-05-20,19
27,26,31,2020-05-21,26
16,15,20,2020-05-22,15
20,19,24,2020-05-23,19
14,13,18,2020-05-24,13
20,18,23,2020-05-25,18
25,23,29,2020-05-26,23
16,14,20,2020-05-27,14
15,13,20,2020-05-28,13
16,13,20,2020-05-29,13
20,17,25,2020-05-30,17
24,21,30,2020-05-31,20
30,26,36,2020-06-01,25
31,26,37,2020-06-02,25
21,17,28,2020-06-03,15
23,18,30,2020-06-04,16
21,16,29,2020-06-05,13
35,29,44,2020-06-06,25
30,23,39,2020-06-07,18
27,20,37,2020-06-08,13
36,28,48,2020-06-09,20
26,18,38,2020-06-10,9
26,16,38,2020-06-11,7
22,12,36,2020-06-12,2
27,16,42,2020-06-13,4
28,16,45,2020-06-14,3
29,16,49,2020-06-15,2
29,15,53,2020-06-16,1
30,16,58,2020-06-17,1
31,16,62,2020-06-18,1
31,16,66,2020-06-19,1
30,14,68,2020-06-20,NA
