"dt_notific","n.notific"
2020-03-02,1
2020-03-16,1
2020-03-19,1
2020-03-20,3
2020-03-21,3
2020-03-23,3
2020-03-24,7
2020-03-25,4
2020-03-26,10
2020-03-27,4
2020-03-28,5
2020-03-29,6
2020-03-30,10
2020-03-31,7
2020-04-01,12
2020-04-02,12
2020-04-03,5
2020-04-04,11
2020-04-05,8
2020-04-06,4
2020-04-07,10
2020-04-08,5
2020-04-09,2
2020-04-10,1
2020-04-11,1
2020-04-12,5
2020-04-13,8
2020-04-14,2
2020-04-15,6
2020-04-16,2
2020-04-18,1
2020-04-19,6
2020-04-20,5
2020-04-21,7
2020-04-22,5
2020-04-23,11
2020-04-24,5
2020-04-25,2
2020-04-26,1
2020-04-27,7
2020-04-28,10
2020-04-29,5
2020-04-30,10
2020-05-01,8
2020-05-02,7
2020-05-03,5
2020-05-04,10
2020-05-05,10
2020-05-06,9
2020-05-07,17
2020-05-08,16
2020-05-09,3
2020-05-10,7
2020-05-11,13
2020-05-12,21
2020-05-13,13
2020-05-14,8
2020-05-15,19
2020-05-16,10
2020-05-17,3
2020-05-18,28
2020-05-19,13
2020-05-20,19
2020-05-21,13
2020-05-22,14
2020-05-23,17
2020-05-24,13
2020-05-25,16
2020-05-26,29
2020-05-27,19
2020-05-28,18
2020-05-29,19
2020-05-30,12
2020-05-31,9
2020-06-01,25
2020-06-02,22
2020-06-03,24
2020-06-04,24
2020-06-05,24
2020-06-06,18
2020-06-07,16
2020-06-08,20
2020-06-09,21
2020-06-10,24
2020-06-11,24
2020-06-12,16
2020-06-13,21
2020-06-14,20
2020-06-15,19
2020-06-16,21
2020-06-17,22
2020-06-18,19
2020-06-19,18
2020-06-20,13
2020-06-21,7
2020-06-22,26
2020-06-23,13
2020-06-24,17
2020-06-25,10
2020-06-26,9
2020-06-27,5
2020-06-28,5
2020-06-29,12
2020-06-30,5
2020-07-01,4
2020-07-02,4
