"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-05-20,9
5,5,5,2020-05-21,5
4,4,4,2020-05-22,4
7,7,7,2020-05-23,7
6,6,6,2020-05-24,6
5,5,5,2020-05-25,5
9,9,9,2020-05-26,9
9,9,9,2020-05-27,9
5,5,5,2020-05-28,5
10,10,10,2020-05-29,10
8,8,8,2020-05-30,8
6,6,6,2020-05-31,6
5,5,6,2020-06-01,5
6,6,7,2020-06-02,6
9,9,10,2020-06-03,9
8,8,9,2020-06-04,8
4,4,5,2020-06-05,4
11,11,12,2020-06-06,11
15,15,17,2020-06-07,15
9,9,11,2020-06-08,9
8,8,11,2020-06-09,8
15,14,17,2020-06-10,14
9,8,11,2020-06-11,8
7,6,10,2020-06-12,6
9,8,12,2020-06-13,8
11,10,14,2020-06-14,10
10,9,13,2020-06-15,9
4,3,8,2020-06-16,3
8,6,11,2020-06-17,6
16,14,20,2020-06-18,14
13,11,17,2020-06-19,11
11,8,15,2020-06-20,8
5,2,9,2020-06-21,2
7,4,12,2020-06-22,4
11,8,16,2020-06-23,7
6,3,11,2020-06-24,2
11,7,17,2020-06-25,6
9,4,15,2020-06-26,3
7,3,13,2020-06-27,1
9,3,16,2020-06-28,1
