"dt_sin_pri","n.casos"
2020-01-01,1
2020-01-16,1
2020-01-28,1
2020-02-07,1
2020-02-12,1
2020-02-17,1
2020-02-21,1
2020-02-24,2
2020-02-28,1
2020-03-05,1
2020-03-10,2
2020-03-11,1
2020-03-14,3
2020-03-16,5
2020-03-17,2
2020-03-18,3
2020-03-19,1
2020-03-20,2
2020-03-21,2
2020-03-22,2
2020-03-23,3
2020-03-25,4
2020-03-27,2
2020-03-28,4
2020-03-29,1
2020-03-30,4
2020-03-31,3
2020-04-01,2
2020-04-02,1
2020-04-03,4
2020-04-04,3
2020-04-05,2
2020-04-07,2
2020-04-08,3
2020-04-09,3
2020-04-10,7
2020-04-11,3
2020-04-12,2
2020-04-14,3
2020-04-15,3
2020-04-16,2
2020-04-18,5
2020-04-19,4
2020-04-20,5
2020-04-21,1
2020-04-22,4
2020-04-23,2
2020-04-24,2
2020-04-25,5
2020-04-26,2
2020-04-27,14
2020-04-28,5
2020-04-30,1
2020-05-01,3
2020-05-02,4
2020-05-03,8
2020-05-04,3
2020-05-05,5
2020-05-06,4
2020-05-07,2
2020-05-08,4
2020-05-09,1
2020-05-10,4
2020-05-11,4
2020-05-12,2
2020-05-13,5
2020-05-14,4
2020-05-16,6
2020-05-17,3
2020-05-18,4
2020-05-19,3
2020-05-20,5
2020-05-21,3
2020-05-22,2
2020-05-24,3
2020-05-25,3
2020-05-26,5
2020-05-27,5
2020-05-28,5
2020-05-29,2
2020-05-30,1
2020-05-31,4
2020-06-01,3
2020-06-02,2
2020-06-03,2
2020-06-04,1
