"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-05-17,8
8,8,8,2020-05-18,8
5,5,6,2020-05-19,5
6,6,7,2020-05-20,6
8,8,9,2020-05-21,8
8,8,10,2020-05-22,8
5,5,7,2020-05-23,5
9,9,11,2020-05-24,9
8,8,10,2020-05-25,8
8,8,10,2020-05-26,8
14,14,17,2020-05-27,14
16,16,19,2020-05-28,16
14,14,17,2020-05-29,14
8,8,11,2020-05-30,8
12,11,14,2020-05-31,11
15,14,17,2020-06-01,14
14,13,16,2020-06-02,13
13,12,15,2020-06-03,12
13,12,16,2020-06-04,12
13,12,16,2020-06-05,12
9,8,12,2020-06-06,8
6,5,9,2020-06-07,5
15,14,19,2020-06-08,14
16,14,19,2020-06-09,14
11,9,15,2020-06-10,9
17,15,21,2020-06-11,15
17,15,21,2020-06-12,15
14,11,18,2020-06-13,11
13,10,18,2020-06-14,10
15,12,20,2020-06-15,11
12,9,18,2020-06-16,8
23,19,29,2020-06-17,17
15,10,22,2020-06-18,7
18,12,27,2020-06-19,8
24,17,35,2020-06-20,11
29,21,42,2020-06-21,13
24,15,39,2020-06-22,6
22,12,38,2020-06-23,2
23,12,41,2020-06-24,2
23,10,43,2020-06-25,NA
