"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-19,NA
3,3,4,2020-05-20,1
3,3,5,2020-05-21,3
0,0,2,2020-05-22,3
4,4,6,2020-05-23,NA
2,2,5,2020-05-24,4
4,4,7,2020-05-25,2
5,5,9,2020-05-26,4
5,4,8,2020-05-27,5
6,5,9,2020-05-28,4
8,7,12,2020-05-29,5
3,2,7,2020-05-30,7
10,9,15,2020-05-31,2
7,6,12,2020-06-01,9
8,7,13,2020-06-02,6
9,8,14,2020-06-03,7
9,8,14,2020-06-04,8
4,3,9,2020-06-05,8
4,3,9,2020-06-06,3
11,9,16,2020-06-07,3
11,9,17,2020-06-08,9
7,5,13,2020-06-09,9
14,11,20,2020-06-10,5
11,8,18,2020-06-11,11
8,5,15,2020-06-12,8
10,6,17,2020-06-13,5
10,6,17,2020-06-14,6
11,6,20,2020-06-15,5
19,13,31,2020-06-16,5
12,6,24,2020-06-17,11
16,9,29,2020-06-18,3
16,8,31,2020-06-19,5
14,6,29,2020-06-20,4
12,3,28,2020-06-21,2
13,5,31,2020-06-22,NA
12,3,31,2020-06-23,1
12,3,32,2020-06-24,NA
12,3,34,2020-06-25,NA
12,3,36,2020-06-26,NA
12,2,39,2020-06-27,NA
