"dt_sin_pri","n.casos"
2020-01-01,1
2020-01-15,1
2020-02-07,1
2020-02-19,2
2020-02-21,1
2020-03-06,1
2020-03-14,1
2020-03-16,1
2020-03-18,3
2020-03-19,1
2020-04-01,1
2020-04-03,1
2020-04-05,1
2020-04-07,1
2020-04-10,5
2020-04-11,1
2020-04-12,3
2020-04-13,1
2020-04-14,1
2020-04-15,1
2020-04-16,3
2020-04-17,3
2020-04-18,2
2020-04-19,2
2020-04-20,5
2020-04-21,6
2020-04-22,6
2020-04-23,3
2020-04-24,2
2020-04-25,11
2020-04-26,9
2020-04-27,2
2020-04-28,2
2020-04-29,5
2020-04-30,5
2020-05-01,6
2020-05-02,1
2020-05-03,4
2020-05-04,5
2020-05-05,6
2020-05-06,4
2020-05-07,5
2020-05-08,6
2020-05-09,3
2020-05-10,7
2020-05-11,3
2020-05-12,3
2020-05-13,1
2020-05-14,1
2020-05-15,1
2020-05-17,1
2020-05-18,2
2020-05-19,2
2020-05-20,2
2020-05-24,1
2020-05-26,1
2020-05-27,1
2020-05-30,1
