"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-04-28,6
3,3,4,2020-04-29,3
5,5,8,2020-04-30,5
13,13,17,2020-05-01,13
4,4,7,2020-05-02,4
7,7,11,2020-05-03,7
9,8,12,2020-05-04,8
7,6,11,2020-05-05,6
6,4,11,2020-05-06,4
10,7,16,2020-05-07,7
14,10,23,2020-05-08,10
7,3,14,2020-05-09,2
12,8,22,2020-05-10,7
9,5,17,2020-05-11,4
4,0,10,2020-05-12,NA
5,1,11,2020-05-13,1
6,2,13,2020-05-14,2
5,1,12,2020-05-15,1
4,0,11,2020-05-16,NA
5,0,12,2020-05-17,NA
7,3,18,2020-05-18,2
8,3,19,2020-05-19,2
6,2,16,2020-05-20,1
4,0,14,2020-05-21,NA
4,0,13,2020-05-22,NA
4,0,13,2020-05-23,NA
3,0,13,2020-05-24,NA
3,0,12,2020-05-25,NA
3,0,12,2020-05-26,NA
3,0,13,2020-05-27,NA
3,0,13,2020-05-28,NA
3,0,13,2020-05-29,NA
2,0,13,2020-05-30,NA
2,0,13,2020-05-31,NA
2,0,13,2020-06-01,NA
2,0,13,2020-06-02,NA
2,0,13,2020-06-03,NA
2,0,13,2020-06-04,NA
2,0,14,2020-06-05,NA
2,0,14,2020-06-06,NA
