"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-04-19,1
4,4,4,2020-04-20,4
3,3,6,2020-04-21,3
4,4,7,2020-04-22,4
2,2,5,2020-04-23,2
1,0,4,2020-04-24,NA
7,6,10,2020-04-25,6
2,1,5,2020-04-26,1
1,0,4,2020-04-27,NA
2,1,6,2020-04-28,1
1,0,5,2020-04-29,NA
1,0,6,2020-04-30,NA
6,4,10,2020-05-01,4
2,0,7,2020-05-02,NA
4,2,9,2020-05-03,2
6,4,12,2020-05-04,4
4,2,10,2020-05-05,2
2,0,8,2020-05-06,NA
4,2,10,2020-05-07,2
7,4,13,2020-05-08,4
2,0,9,2020-05-09,NA
4,1,10,2020-05-10,1
4,1,10,2020-05-11,1
3,0,9,2020-05-12,NA
4,1,11,2020-05-13,1
4,1,11,2020-05-14,1
3,0,11,2020-05-15,NA
5,1,12,2020-05-16,1
4,0,13,2020-05-17,NA
5,1,15,2020-05-18,1
4,0,15,2020-05-19,NA
7,2,19,2020-05-20,2
5,0,17,2020-05-21,NA
6,1,19,2020-05-22,1
5,0,19,2020-05-23,NA
6,1,22,2020-05-24,1
5,0,22,2020-05-25,NA
5,0,23,2020-05-26,NA
5,0,25,2020-05-27,NA
5,0,27,2020-05-28,NA
