"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-02,5
8,7,15,2020-05-03,7
15,10,25,2020-05-04,10
13,7,24,2020-05-05,6
11,5,24,2020-05-06,4
10,3,25,2020-05-07,2
12,4,31,2020-05-08,2
21,10,54,2020-05-09,6
25,10,63,2020-05-10,5
31,12,82,2020-05-11,4
61,29,150,2020-05-12,14
45,19,112,2020-05-13,6
40,16,102.025,2020-05-14,5
38,14,97,2020-05-15,4
39,15,98,2020-05-16,4
46,19,120,2020-05-17,7
36,12,93,2020-05-18,3
35,12,97,2020-05-19,3
38,13,101,2020-05-20,2
59,23,153,2020-05-21,6
73,28,199,2020-05-22,8
60,22,165,2020-05-23,5
46,16,126,2020-05-24,3
36,11,99,2020-05-25,2
30,9,84,2020-05-26,2
21,5,66,2020-05-27,NA
22,6,65,2020-05-28,2
16,3,53,2020-05-29,NA
14,2,47,2020-05-30,NA
13,2,46,2020-05-31,NA
14,2,50,2020-06-01,NA
17,2,60,2020-06-02,NA
22,3.97500000000022,80,2020-06-03,NA
33,7,118,2020-06-04,2
32,6,122,2020-06-05,NA
38,8,153,2020-06-06,1
38,7,182,2020-06-07,NA
43,8,220,2020-06-08,1
41,6,246,2020-06-09,NA
40,5,314.074999999999,2020-06-10,NA
