"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-04-24,9
9,9,11,2020-04-25,9
14,14,17,2020-04-26,14
13,13,16,2020-04-27,13
10,9,13,2020-04-28,9
8,7,11,2020-04-29,7
17,16,21,2020-04-30,16
18,17,22,2020-05-01,17
12,11,17,2020-05-02,11
8,7,12,2020-05-03,7
17,15,21,2020-05-04,15
14,12,18,2020-05-05,12
10,8,14,2020-05-06,8
16,14,21,2020-05-07,14
14,11,19,2020-05-08,11
14,11,20,2020-05-09,11
24,21,30,2020-05-10,21
18,14,24,2020-05-11,14
21,18,27,2020-05-12,17
14,10,20,2020-05-13,9
22,18,29,2020-05-14,17
18,13,24,2020-05-15,12
18,14,25,2020-05-16,12
12,8,19,2020-05-17,6
15,10,22,2020-05-18,8
15,9,22,2020-05-19,7
19,14,27,2020-05-20,11
16,10,24,2020-05-21,7
14,8,22,2020-05-22,4
17,10,26,2020-05-23,6
17,10,27,2020-05-24,5
14,7,24,2020-05-25,1
18,10,30,2020-05-26,4
18,10,30,2020-05-27,3
19,10,32,2020-05-28,3
18,9,32,2020-05-29,1
20,10,34.0249999999996,2020-05-30,2
18,8,33,2020-05-31,NA
18,8,35,2020-06-01,NA
18,8,35,2020-06-02,NA
