"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-04-20,9
5,5,5,2020-04-21,5
5,5,6,2020-04-22,5
3,3,4,2020-04-23,3
4,4,5,2020-04-24,4
4,4,5,2020-04-25,4
9,9,10,2020-04-26,9
6,6,8,2020-04-27,6
1,1,3,2020-04-28,1
5,5,7,2020-04-29,5
11,11,13,2020-04-30,11
7,7,9,2020-05-01,7
4,4,7,2020-05-02,4
2,2,5,2020-05-03,2
6,5,8,2020-05-04,5
8,7,11,2020-05-05,7
1,0,4,2020-05-06,NA
8,7,11,2020-05-07,7
2,1,6,2020-05-08,1
5,3,8,2020-05-09,3
9,7,12,2020-05-10,7
10,8,14,2020-05-11,8
7,5,11,2020-05-12,5
5,3,10,2020-05-13,3
11,8,15,2020-05-14,8
6,3,11,2020-05-15,3
7,4,12,2020-05-16,4
4,1,10,2020-05-17,1
7,3,12,2020-05-18,3
4,0,9,2020-05-19,NA
5,2,11,2020-05-20,1
6,2,12,2020-05-21,1
7,3,13,2020-05-22,2
5,1,12,2020-05-23,NA
5,1,12,2020-05-24,NA
5,1,12,2020-05-25,NA
6,1,13,2020-05-26,NA
7,2,15,2020-05-27,1
6,1,14,2020-05-28,NA
6,1,14,2020-05-29,NA
