"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-02,5
0,0,0,2020-05-03,NA
4,4,4,2020-05-04,4
6,6,6,2020-05-05,6
8,8,8,2020-05-06,8
4,4,4,2020-05-07,4
3,3,3,2020-05-08,3
2,2,2,2020-05-09,2
0,0,1,2020-05-10,NA
4,4,5,2020-05-11,4
3,3,5,2020-05-12,3
8,8,11,2020-05-13,8
1,1,4,2020-05-14,1
6,5,8,2020-05-15,5
4,3,6,2020-05-16,3
4,3,7,2020-05-17,3
6,5,9,2020-05-18,5
1,0,4,2020-05-19,NA
8,7,12,2020-05-20,7
3,2,6,2020-05-21,2
2,1,6,2020-05-22,1
4,3,8,2020-05-23,3
2,1,6,2020-05-24,1
3,1,6,2020-05-25,1
2,0,5,2020-05-26,NA
2,0,6,2020-05-27,NA
4,2,8,2020-05-28,2
4,2,8,2020-05-29,2
3,1,7,2020-05-30,1
3,0,7,2020-05-31,NA
5,2,10,2020-06-01,2
4,1,10,2020-06-02,1
5,2,12,2020-06-03,2
3,0,10,2020-06-04,NA
5,1,11,2020-06-05,1
4,0,10,2020-06-06,NA
4,0,11,2020-06-07,NA
4,0,11,2020-06-08,NA
4,0,11,2020-06-09,NA
4,0,12,2020-06-10,NA
