"dt_notific","n.notific"
2020-01-04,1
2020-01-15,1
2020-02-28,1
2020-03-05,1
2020-03-09,1
2020-03-18,1
2020-03-19,1
2020-03-20,1
2020-03-22,1
2020-03-23,3
2020-03-25,2
2020-03-26,2
2020-03-27,2
2020-03-28,1
2020-03-29,1
2020-03-30,5
2020-03-31,3
2020-04-01,5
2020-04-02,5
2020-04-03,8
2020-04-05,1
2020-04-06,4
2020-04-07,3
2020-04-08,10
2020-04-09,3
2020-04-11,2
2020-04-13,8
2020-04-14,8
2020-04-15,13
2020-04-16,9
2020-04-17,9
2020-04-18,4
2020-04-19,3
2020-04-20,11
2020-04-21,3
2020-04-22,14
2020-04-23,9
2020-04-24,15
2020-04-25,4
2020-04-26,1
2020-04-27,9
2020-04-28,11
2020-04-29,12
2020-04-30,12
2020-05-01,8
2020-05-02,6
2020-05-03,3
2020-05-04,14
2020-05-05,12
2020-05-06,13
2020-05-07,8
2020-05-08,7
2020-05-09,4
2020-05-10,4
2020-05-11,7
2020-05-12,9
2020-05-13,8
2020-05-14,10
2020-05-15,10
2020-05-16,4
2020-05-17,2
2020-05-18,12
2020-05-19,10
2020-05-20,9
2020-05-21,11
2020-05-22,4
2020-05-23,1
2020-05-24,4
2020-05-25,6
2020-05-26,3
2020-05-27,5
2020-05-28,6
2020-05-29,7
2020-06-01,3
2020-06-03,3
2020-06-05,5
2020-06-07,1
2020-06-08,1
