"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-04-30,9
13,13,13,2020-05-01,13
7,7,7,2020-05-02,7
5,5,7,2020-05-03,5
11,11,13,2020-05-04,11
4,4,6,2020-05-05,4
7,6,9,2020-05-06,6
4,3,7,2020-05-07,3
6,5,9,2020-05-08,5
7,6,10,2020-05-09,6
14,13,18,2020-05-10,13
7,5,10,2020-05-11,5
8,6,12,2020-05-12,6
6,4,10,2020-05-13,4
10,8,15,2020-05-14,8
7,5,12,2020-05-15,5
6,3,10,2020-05-16,3
11,8,16,2020-05-17,8
11,8,17,2020-05-18,8
9,5,14,2020-05-19,5
9,5,14,2020-05-20,5
5,2,10,2020-05-21,2
4,1,9,2020-05-22,1
4,1,9,2020-05-23,1
5,2,10,2020-05-24,2
5,2,10,2020-05-25,2
4,1,9,2020-05-26,1
4,1,9,2020-05-27,1
4,1,9,2020-05-28,1
6,3,12,2020-05-29,3
4,1,10,2020-05-30,1
3,0,9,2020-05-31,NA
4,1,10,2020-06-01,1
3,0,9,2020-06-02,NA
4,1,10,2020-06-03,1
4,0,10,2020-06-04,NA
4,0,10,2020-06-05,NA
4,0,10,2020-06-06,NA
4,0,11,2020-06-07,NA
4,0,11,2020-06-08,NA
