"estimate","lower","upper","onset_date","n.reported"
41,41,41,2020-05-16,41
40,40,40,2020-05-17,40
42,42,42,2020-05-18,42
49,49,49,2020-05-19,49
35,35,35,2020-05-20,35
37,37,37,2020-05-21,37
43,43,43,2020-05-22,43
19,19,21,2020-05-23,19
29,29,32,2020-05-24,29
36,35,39,2020-05-25,35
27,26,30,2020-05-26,26
25,24,29,2020-05-27,24
27,25,30,2020-05-28,25
18,16,22,2020-05-29,16
25,23,29,2020-05-30,23
27,24,31,2020-05-31,24
17,14,22,2020-06-01,14
16,13,21,2020-06-02,13
24,21,29,2020-06-03,20
30,26,35,2020-06-04,25
17,13,23,2020-06-05,12
22,18,28,2020-06-06,17
20,15,25,2020-06-07,14
16,12,22,2020-06-08,10
25,21,32,2020-06-09,19
22,17,29,2020-06-10,15
19,14,26,2020-06-11,11
18,13,25,2020-06-12,10
15,10,22,2020-06-13,7
25,20,33,2020-06-14,16
23,17,31,2020-06-15,13
22,16,30,2020-06-16,12
16,10,24.0249999999996,2020-06-17,6
15,8,23,2020-06-18,4
13,7,22,2020-06-19,2
21,14,30,2020-06-20,8
19,11,28,2020-06-21,5
18,11,29,2020-06-22,4
17,8,29,2020-06-23,1
23,13,36,2020-06-24,5
