"estimate","lower","upper","onset_date","n.reported"
35,35,35,2020-05-22,35
30,30,31,2020-05-23,30
35,34,39,2020-05-24,34
80,77,86,2020-05-25,77
37,34,43,2020-05-26,34
34,30,39,2020-05-27,30
40,37,47,2020-05-28,36
31,28,36,2020-05-29,27
38,34,44,2020-05-30,33
29,25,35,2020-05-31,24
84,76,94,2020-06-01,72
38,33,45,2020-06-02,31
36,31,43,2020-06-03,29
42,37,50,2020-06-04,34
58,51,68,2020-06-05,47
37,31,45,2020-06-06,28
42,36,51,2020-06-07,32
27,21,34,2020-06-08,19
27,22,36,2020-06-09,19
62,53,73,2020-06-10,45
21,16,29,2020-06-11,13
30,24,38,2020-06-12,20
26,20,35,2020-06-13,16
39,31,51,2020-06-14,24
61,50,75,2020-06-15,37
26,18,38,2020-06-16,12
39,29,52,2020-06-17,20
33,23,46,2020-06-18,15
37,26,52,2020-06-19,16
39,27,55,2020-06-20,16
28,17,42,2020-06-21,9
20,11,35,2020-06-22,5
20,10,36,2020-06-23,4
27,14,47,2020-06-24,5
43,25,72,2020-06-25,10
30,15,57,2020-06-26,4
20,7,46,2020-06-27,1
15,3,42,2020-06-28,NA
14,2,47,2020-06-29,NA
14,2,58,2020-06-30,NA
