"dt_notific","n.notific"
2020-03-27,1
2020-04-02,1
2020-04-08,1
2020-04-22,1
2020-04-24,1
2020-04-26,1
2020-05-04,1
2020-05-07,1
2020-05-11,1
2020-05-14,1
2020-05-16,1
2020-05-27,1
2020-05-29,1
2020-06-04,1
2020-06-05,1
2020-06-06,1
2020-06-07,2
2020-06-08,2
2020-06-10,1
2020-06-12,8
2020-06-13,4
2020-06-14,3
2020-06-15,5
2020-06-16,8
2020-06-17,7
2020-06-18,4
2020-06-19,10
2020-06-20,3
2020-06-21,6
2020-06-22,52
2020-06-23,19
2020-06-24,24
2020-06-25,16
2020-06-26,23
2020-06-27,4
2020-06-28,1
2020-06-29,13
2020-06-30,9
2020-07-01,6
2020-07-02,20
2020-07-03,16
2020-07-04,9
2020-07-05,1
2020-07-06,11
2020-07-07,1
