"estimate","lower","upper","onset_date","n.reported"
10,10,10,2020-05-25,10
5,5,6,2020-05-26,5
0,0,1,2020-05-27,NA
4,4,7,2020-05-28,4
1,1,4,2020-05-29,1
7,5,11,2020-05-30,5
5,3,11,2020-05-31,3
20,15,28,2020-06-01,15
12,8,19,2020-06-02,8
6,3,12,2020-06-03,3
9,5,15,2020-06-04,5
11,7,19,2020-06-05,6
16,10,26,2020-06-06,9
16,11,27,2020-06-07,9
11,6,20,2020-06-08,5
7,3,15,2020-06-09,2
12,7,22,2020-06-10,6
8,4,16,2020-06-11,3
6,2,14,2020-06-12,2
7,3,14,2020-06-13,3
3,1,10,2020-06-14,1
2,0,7,2020-06-15,NA
2,0,7,2020-06-16,NA
3,1,9,2020-06-17,1
3,1,9,2020-06-18,1
3,1,9,2020-06-19,1
3,1,9,2020-06-20,1
2,0,7,2020-06-21,NA
2,1,8,2020-06-22,1
1,0,6,2020-06-23,NA
1,0,6,2020-06-24,NA
1,0,6,2020-06-25,NA
1,0,7,2020-06-26,NA
1,0,7,2020-06-27,NA
1,0,8,2020-06-28,NA
1,0,8,2020-06-29,NA
1,0,9,2020-06-30,NA
1,0,10,2020-07-01,NA
1,0,12,2020-07-02,NA
1,0,13,2020-07-03,NA
