"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-26,5
0,0,1,2020-05-27,NA
4,4,5,2020-05-28,4
1,1,2,2020-05-29,1
1,1,3,2020-05-30,1
2,2,6,2020-05-31,2
13,12,19,2020-06-01,12
9,8,14,2020-06-02,8
4,3,8,2020-06-03,3
5,4,10,2020-06-04,4
7,5,12,2020-06-05,5
9,6,15,2020-06-06,6
10,7,17,2020-06-07,7
7,4,13,2020-06-08,4
4,2,10,2020-06-09,2
6,4,12,2020-06-10,4
1,0,6,2020-06-11,NA
2,1,7,2020-06-12,1
2,1,7,2020-06-13,1
2,1,6,2020-06-14,1
1,0,5,2020-06-15,NA
1,0,5,2020-06-16,NA
2,1,7,2020-06-17,1
2,1,7,2020-06-18,1
3,1,8,2020-06-19,1
2,1,7,2020-06-20,1
1,0,6,2020-06-21,NA
2,1,7,2020-06-22,1
1,0,5,2020-06-23,NA
1,0,5,2020-06-24,NA
1,0,5,2020-06-25,NA
1,0,6,2020-06-26,NA
1,0,6,2020-06-27,NA
1,0,7,2020-06-28,NA
1,0,8,2020-06-29,NA
1,0,9,2020-06-30,NA
1,0,11,2020-07-01,NA
1,0,12,2020-07-02,NA
1,0,13,2020-07-03,NA
1,0,14,2020-07-04,NA
