"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-22,5
10,10,10,2020-05-23,10
1,1,1,2020-05-24,1
4,4,4,2020-05-25,4
7,7,7,2020-05-26,7
5,5,6,2020-05-27,5
4,4,5,2020-05-28,4
0,0,1,2020-05-29,NA
2,2,3,2020-05-30,2
3,3,5,2020-05-31,3
4,4,6,2020-06-01,4
3,3,5,2020-06-02,3
5,5,7,2020-06-03,5
5,5,7,2020-06-04,5
3,3,6,2020-06-05,3
10,9,13,2020-06-06,9
3,3,6,2020-06-07,3
6,5,10,2020-06-08,5
12,10,16,2020-06-09,10
5,4,8,2020-06-10,4
2,1,5,2020-06-11,1
5,4,8,2020-06-12,4
3,2,6,2020-06-13,2
2,1,4,2020-06-14,1
2,1,4,2020-06-15,1
1,0,3,2020-06-16,NA
2,1,5,2020-06-17,1
1,0,4,2020-06-18,NA
1,0,4,2020-06-19,NA
1,0,5,2020-06-20,NA
2,0,8,2020-06-21,NA
6,2,16,2020-06-22,2
10,4,30,2020-06-23,3
9,2,29,2020-06-24,1
10,2,34,2020-06-25,1
10,2,37,2020-06-26,1
8,1,37,2020-06-27,NA
8,0,42.0249999999996,2020-06-28,NA
7,0,55.0249999999996,2020-06-29,NA
7,0,70,2020-06-30,NA
