"dt_evoluca","n.casos"
2020-02-02,1
2020-02-14,1
2020-03-18,1
2020-03-26,1
2020-03-27,2
2020-03-29,1
2020-03-30,2
2020-04-02,2
2020-04-05,1
2020-04-08,2
2020-04-09,1
2020-04-10,1
2020-04-11,1
2020-04-14,1
2020-04-15,2
2020-04-16,2
2020-04-17,1
2020-04-20,1
2020-04-24,1
2020-04-26,1
2020-04-29,1
2020-05-02,1
2020-05-03,1
2020-05-04,1
2020-05-05,2
2020-05-07,1
2020-05-08,1
2020-05-09,1
2020-05-10,2
2020-05-11,1
2020-05-13,1
2020-05-14,1
2020-05-17,1
2020-05-19,1
2020-05-20,1
2020-05-23,1
2020-05-24,2
2020-05-27,1
2020-06-01,2
2020-06-03,1
2020-06-05,1
