"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-12,2
2,2,4,2020-05-13,2
1,1,3,2020-05-14,1
4,4,6,2020-05-15,4
3,3,5,2020-05-16,3
1,1,3,2020-05-17,1
2,2,4,2020-05-18,2
4,4,6,2020-05-19,4
2,2,4,2020-05-20,2
5,5,8,2020-05-21,5
8,8,11,2020-05-22,8
4,4,7,2020-05-23,4
2,2,5,2020-05-24,2
5,5,8,2020-05-25,5
5,4,8,2020-05-26,4
9,8,12,2020-05-27,8
7,6,10,2020-05-28,6
7,6,10,2020-05-29,6
1,0,4,2020-05-30,NA
5,4,9,2020-05-31,4
11,10,16,2020-06-01,10
7,6,12,2020-06-02,6
7,5,12,2020-06-03,5
10,8,16,2020-06-04,8
7,5,12,2020-06-05,5
6,3,11,2020-06-06,3
9,5,15,2020-06-07,5
9,5,16,2020-06-08,4
13,8,22,2020-06-09,7
9,4,18,2020-06-10,2
10,4,19,2020-06-11,2
12,6,23,2020-06-12,4
9,2,19,2020-06-13,NA
9,2,20,2020-06-14,NA
9,2,21,2020-06-15,NA
9,2,22,2020-06-16,NA
9,2,23,2020-06-17,NA
9,2,25,2020-06-18,NA
9,2,27,2020-06-19,NA
9,1.97500000000022,28,2020-06-20,NA
