"estimate","lower","upper","onset_date","n.reported"
15,15,15,2020-04-22,15
16,16,16,2020-04-23,16
13,13,13,2020-04-24,13
21,21,24,2020-04-25,21
17,17,20,2020-04-26,17
15,14,19,2020-04-27,14
22,21,28,2020-04-28,21
20,18,26,2020-04-29,18
23,21,29,2020-04-30,21
19,17,25,2020-05-01,17
20,18,26,2020-05-02,18
31,28,37,2020-05-03,28
20,17,26,2020-05-04,17
19,16,26,2020-05-05,16
17,13,23,2020-05-06,13
14,10,21,2020-05-07,10
27,22,34,2020-05-08,22
25,20,32,2020-05-09,20
15,10,21,2020-05-10,10
20,15,27,2020-05-11,15
17,13,24,2020-05-12,12
16,12,23,2020-05-13,11
15,11,22,2020-05-14,10
15,10,21,2020-05-15,9
18,13,25,2020-05-16,12
10,5,17,2020-05-17,4
11,6,18,2020-05-18,5
13,8,20,2020-05-19,6
19,14,27,2020-05-20,12
18,12,26,2020-05-21,10
13,7,21,2020-05-22,5
15,10,23,2020-05-23,7
14,8,22,2020-05-24,5
19,13,28,2020-05-25,9
15,8,24,2020-05-26,4
14,8,24,2020-05-27,3
16,9,26,2020-05-28,4
17,10,28,2020-05-29,4
16,8,27,2020-05-30,2
15,7,27,2020-05-31,1
