"estimate","lower","upper","onset_date","n.reported"
14,14,14,2020-05-20,14
9,9,9,2020-05-21,9
4,4,4,2020-05-22,4
17,17,17,2020-05-23,17
6,6,6,2020-05-24,6
10,10,10,2020-05-25,10
15,15,15,2020-05-26,15
10,10,10,2020-05-27,10
6,6,6,2020-05-28,6
11,11,11,2020-05-29,11
12,12,12,2020-05-30,12
18,18,19,2020-05-31,18
18,18,18,2020-06-01,18
13,13,13,2020-06-02,13
8,8,8,2020-06-03,8
22,22,23,2020-06-04,22
12,12,13,2020-06-05,12
19,19,20,2020-06-06,19
24,24,25,2020-06-07,24
15,15,17,2020-06-08,15
11,11,12,2020-06-09,11
12,12,14,2020-06-10,12
16,16,18,2020-06-11,16
26,26,28,2020-06-12,26
26,26,29,2020-06-13,26
19,19,22,2020-06-14,19
26,25,28,2020-06-15,25
32,31,35,2020-06-16,31
23,22,27,2020-06-17,22
32,30,36,2020-06-18,30
24,22,28,2020-06-19,22
32,29,36,2020-06-20,29
20,17,25,2020-06-21,17
24,20,29,2020-06-22,20
27,23,33,2020-06-23,22
17,13,23,2020-06-24,12
21,17,28,2020-06-25,15
19,14,26,2020-06-26,12
18,12,26,2020-06-27,8
18,9,29,2020-06-28,3
