"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-04-24,7
8,8,8,2020-04-25,8
3,3,3,2020-04-26,3
5,5,5,2020-04-27,5
3,3,3,2020-04-28,3
5,5,5,2020-04-29,5
4,4,5,2020-04-30,4
7,7,8,2020-05-01,7
5,5,6,2020-05-02,5
4,4,5,2020-05-03,4
3,3,4,2020-05-04,3
5,5,6,2020-05-05,5
2,2,3,2020-05-06,2
7,7,8,2020-05-07,7
5,5,6,2020-05-08,5
4,4,5,2020-05-09,4
8,8,9,2020-05-10,8
11,11,12,2020-05-11,11
4,4,6,2020-05-12,4
4,4,6,2020-05-13,4
3,3,5,2020-05-14,3
12,12,14,2020-05-15,12
7,7,9,2020-05-16,7
6,6,8,2020-05-17,6
11,11,13,2020-05-18,11
6,6,8,2020-05-19,6
12,12,14,2020-05-20,12
5,5,8,2020-05-21,5
4,3,6,2020-05-22,3
16,15,19,2020-05-23,15
7,6,10,2020-05-24,6
7,6,11,2020-05-25,6
9,7,12,2020-05-26,7
8,6,12,2020-05-27,6
10,7,14,2020-05-28,7
11,8,16,2020-05-29,7
11,7,17,2020-05-30,6
17,12,25,2020-05-31,10
16,10,25,2020-06-01,7
14,7,26,2020-06-02,3
