"estimate","lower","upper","onset_date","n.reported"
34,34,34,2020-04-20,34
18,18,22,2020-04-21,18
19,19,23,2020-04-22,19
24,24,28,2020-04-23,24
19,19,23,2020-04-24,19
21,21,25,2020-04-25,21
16,16,20,2020-04-26,16
18,17,21,2020-04-27,17
20,19,24,2020-04-28,19
21,20,25,2020-04-29,20
31,30,36,2020-04-30,30
31,30,36,2020-05-01,30
28,27,33,2020-05-02,27
23,22,28,2020-05-03,22
32,31,37,2020-05-04,31
31,29,36,2020-05-05,29
20,19,25,2020-05-06,19
23,21,28,2020-05-07,21
24,22,30,2020-05-08,22
39,36,45,2020-05-09,36
30,27,37,2020-05-10,27
33,29,40,2020-05-11,29
33,29,40,2020-05-12,28
39,34,46,2020-05-13,33
40,35,48,2020-05-14,33
42,37,51,2020-05-15,33
31,24,40,2020-05-16,19
40,32,51,2020-05-17,25
51,42,63,2020-05-18,32
37,27,50,2020-05-19,16
31,20,44,2020-05-20,8
33,22,48,2020-05-21,7
47,34,64,2020-05-22,15
41,26,60,2020-05-23,6
41,25,63,2020-05-24,4
43,26,69,2020-05-25,4
41,23,70,2020-05-26,1
41,22,75,2020-05-27,NA
41,21,79,2020-05-28,NA
41,20,82,2020-05-29,NA
