"dt_evoluca","n.casos"
2020-03-21,1
2020-03-25,1
2020-03-27,1
2020-03-29,1
2020-04-03,3
2020-04-04,1
2020-04-05,1
2020-04-06,2
2020-04-08,1
2020-04-13,2
2020-04-14,2
2020-04-16,2
2020-04-17,2
2020-04-19,1
2020-04-20,2
2020-04-22,1
2020-04-23,1
2020-04-24,3
2020-04-25,2
2020-04-28,2
2020-04-30,1
2020-05-01,5
2020-05-02,3
2020-05-03,1
2020-05-04,3
2020-05-05,2
2020-05-07,2
2020-05-09,2
2020-05-10,3
2020-05-11,3
2020-05-13,1
2020-05-14,2
2020-05-15,3
2020-05-16,4
2020-05-17,3
2020-05-18,3
2020-05-19,2
2020-05-20,8
2020-05-21,3
2020-05-23,8
2020-05-24,3
2020-05-25,3
2020-05-26,4
2020-05-27,3
2020-05-28,4
2020-05-29,3
2020-05-30,4
2020-05-31,7
2020-06-01,6
2020-06-02,3
2020-06-03,2
2020-06-04,9
2020-06-05,2
2020-06-06,3
2020-06-07,3
