"dt_notific","n.notific"
2020-01-24,1
2020-01-30,1
2020-02-03,1
2020-02-04,1
2020-03-04,1
2020-03-11,1
2020-03-12,1
2020-03-16,1
2020-03-18,3
2020-03-19,1
2020-03-20,4
2020-03-21,6
2020-03-22,2
2020-03-23,8
2020-03-24,6
2020-03-25,7
2020-03-26,4
2020-03-27,6
2020-03-28,4
2020-03-29,8
2020-03-30,6
2020-03-31,3
2020-04-01,9
2020-04-02,5
2020-04-03,5
2020-04-04,4
2020-04-05,4
2020-04-06,4
2020-04-07,6
2020-04-08,4
2020-04-09,4
2020-04-10,3
2020-04-11,4
2020-04-12,3
2020-04-13,4
2020-04-14,5
2020-04-15,4
2020-04-16,6
2020-04-17,5
2020-04-18,3
2020-04-19,7
2020-04-20,4
2020-04-21,3
2020-04-22,9
2020-04-23,4
2020-04-24,7
2020-04-25,2
2020-04-26,6
2020-04-27,5
2020-04-28,7
2020-04-29,7
2020-04-30,6
2020-05-01,4
2020-05-02,6
2020-05-03,6
2020-05-04,9
2020-05-05,10
2020-05-06,6
2020-05-07,8
2020-05-08,6
2020-05-09,4
2020-05-10,6
2020-05-11,11
2020-05-12,3
2020-05-13,8
2020-05-14,11
2020-05-15,4
2020-05-16,7
2020-05-17,6
2020-05-18,18
2020-05-19,4
2020-05-20,13
2020-05-21,3
2020-05-22,6
2020-05-23,10
2020-05-24,5
2020-05-25,10
2020-05-26,10
2020-05-27,2
2020-05-28,6
2020-05-29,13
2020-05-30,2
2020-05-31,10
2020-06-01,4
2020-06-02,4
2020-06-03,4
2020-06-05,5
2020-06-07,1
