"estimate","lower","upper","onset_date","n.reported"
13,13,13,2020-05-13,13
13,13,13,2020-05-14,13
16,16,16,2020-05-15,16
17,17,17,2020-05-16,17
11,11,11,2020-05-17,11
20,20,20,2020-05-18,20
23,23,23,2020-05-19,23
10,10,12,2020-05-20,10
18,18,21,2020-05-21,18
23,23,26,2020-05-22,23
12,12,15,2020-05-23,12
19,19,23,2020-05-24,19
32,31,35,2020-05-25,31
18,17,22,2020-05-26,17
12,11,16,2020-05-27,11
22,20,26,2020-05-28,20
18,16,22,2020-05-29,16
20,18,25,2020-05-30,18
13,10,18,2020-05-31,10
16,12,21,2020-06-01,12
19,16,25,2020-06-02,15
29,25,35,2020-06-03,24
29,24,36,2020-06-04,23
27,23,35,2020-06-05,21
25,20,32,2020-06-06,18
18,13,25,2020-06-07,11
28,22,35,2020-06-08,20
24,19,32,2020-06-09,16
23,17,30,2020-06-10,14
25,19,33,2020-06-11,16
27,21,35,2020-06-12,17
22,16,31,2020-06-13,12
27,20,35,2020-06-14,16
20,14,29,2020-06-15,9
21,14,30,2020-06-16,9
20,14,30,2020-06-17,8
26,19,36,2020-06-18,13
16,8,26,2020-06-19,2
17,9,28,2020-06-20,2
20,10,32,2020-06-21,2
