"estimate","lower","upper","onset_date","n.reported"
28,28,28,2020-06-06,28
26,26,26,2020-06-07,26
34,34,34,2020-06-08,34
24,24,24,2020-06-09,24
31,31,31,2020-06-10,31
27,27,27,2020-06-11,27
28,28,28,2020-06-12,28
24,24,24,2020-06-13,24
36,36,39,2020-06-14,36
22,22,25,2020-06-15,22
18,17,20,2020-06-16,17
22,21,24,2020-06-17,21
26,25,29,2020-06-18,25
14,13,17,2020-06-19,13
18.5,17,22,2020-06-20,17
29,27,32,2020-06-21,27
26,24,31,2020-06-22,24
24,21,28,2020-06-23,21
15,12,19.0249999999996,2020-06-24,12
22,19,27,2020-06-25,19
27,24,32,2020-06-26,24
20,17,25,2020-06-27,16
27,24,32,2020-06-28,23
16,12,21,2020-06-29,11
27,23,33,2020-06-30,22
28,23,34,2020-07-01,22
25,21,31,2020-07-02,19
21,17,28,2020-07-03,15
23,18,29,2020-07-04,16
24,20,31,2020-07-05,17
20,15,26,2020-07-06,12
23,18,30,2020-07-07,15
26,20,33,2020-07-08,17
24,19,32,2020-07-09,15
25,19,33,2020-07-10,15
25,19,33,2020-07-11,14
27,20,35,2020-07-12,14
25,18,34,2020-07-13,11
24,15,34,2020-07-14,7
26,17,37,2020-07-15,5
