"dt_notific","n.notific"
2020-01-14,1
2020-03-29,1
2020-04-03,1
2020-04-05,2
2020-04-06,1
2020-04-07,4
2020-04-09,2
2020-04-12,1
2020-04-13,3
2020-04-14,1
2020-04-16,1
2020-04-17,2
2020-04-18,2
2020-04-20,1
2020-04-21,1
2020-04-22,1
2020-04-23,1
2020-04-24,1
2020-04-27,1
2020-04-28,1
2020-04-29,2
2020-05-01,4
2020-05-02,1
2020-05-04,3
2020-05-05,1
2020-05-06,3
2020-05-08,3
2020-05-09,2
2020-05-10,3
2020-05-11,1
2020-05-12,1
2020-05-13,4
2020-05-14,6
2020-05-15,5
2020-05-16,5
2020-05-18,2
2020-05-19,2
2020-05-20,2
2020-05-21,2
2020-05-22,4
2020-05-23,3
2020-05-24,3
2020-05-25,1
2020-05-26,2
2020-05-27,1
2020-05-28,1
2020-05-29,3
2020-05-30,1
2020-05-31,1
2020-06-01,2
2020-06-02,4
2020-06-03,3
2020-06-04,3
2020-06-05,3
2020-06-06,5
2020-06-07,3
2020-06-08,4
2020-06-09,4
2020-06-10,4
2020-06-11,4
2020-06-12,3
2020-06-13,3
2020-06-14,3
2020-06-15,5
2020-06-16,8
2020-06-17,4
2020-06-18,4
2020-06-19,7
2020-06-20,3
2020-06-21,1
2020-06-22,5
2020-06-23,2
2020-06-24,4
2020-06-25,5
2020-06-26,3
2020-06-27,4
2020-06-29,5
2020-06-30,6
2020-07-01,4
2020-07-02,7
2020-07-03,4
2020-07-04,6
2020-07-05,2
2020-07-06,2
2020-07-07,1
2020-07-08,7
2020-07-09,3
2020-07-10,7
2020-07-11,1
2020-07-12,1
2020-07-13,3
2020-07-14,5
2020-07-15,6
2020-07-16,4
2020-07-17,6
2020-07-18,5
2020-07-19,2
2020-07-20,6
2020-07-21,2
2020-07-22,2
2020-07-23,2
2020-07-24,1
2020-07-25,3
2020-07-26,3
2020-07-27,2
2020-07-28,5
2020-07-29,6
2020-07-30,6
2020-08-02,1
2020-08-03,4
2020-08-04,4
2020-08-05,4
2020-08-07,2
2020-08-10,3
2020-08-11,1
2020-08-12,3
2020-08-13,4
2020-08-15,3
2020-08-16,1
2020-08-17,3
2020-08-18,1
2020-08-21,1
2020-08-22,1
2020-08-24,1
