"dt_evoluca","n.casos"
2020-04-10,1
2020-04-13,1
2020-04-17,1
2020-04-19,1
2020-04-20,1
2020-04-22,1
2020-04-24,1
2020-04-27,1
2020-04-30,1
2020-05-01,1
2020-05-06,1
2020-05-14,3
2020-05-18,1
2020-05-19,1
2020-05-20,1
2020-05-21,1
2020-05-24,2
2020-05-25,1
2020-05-29,1
2020-06-01,1
2020-06-02,1
2020-06-03,2
2020-06-04,1
2020-06-07,2
2020-06-09,3
2020-06-11,3
2020-06-12,2
2020-06-14,1
2020-06-15,4
2020-06-17,1
2020-06-18,3
2020-06-19,3
2020-06-20,1
2020-06-21,4
2020-06-22,2
2020-06-23,2
2020-06-24,1
2020-06-25,1
2020-06-26,2
2020-06-27,6
2020-06-28,1
2020-06-29,2
2020-06-30,2
