"dt_notific","n.notific"
2020-01-23,1
2020-02-13,1
2020-02-24,1
2020-02-26,1
2020-03-10,1
2020-03-11,1
2020-03-13,2
2020-03-16,3
2020-03-17,1
2020-03-19,2
2020-03-20,5
2020-03-21,5
2020-03-22,2
2020-03-23,9
2020-03-24,5
2020-03-25,6
2020-03-26,5
2020-03-27,5
2020-03-28,6
2020-03-29,5
2020-03-30,10
2020-03-31,7
2020-04-01,5
2020-04-02,5
2020-04-03,4
2020-04-04,2
2020-04-05,5
2020-04-06,4
2020-04-07,5
2020-04-08,5
2020-04-09,4
2020-04-10,4
2020-04-11,2
2020-04-12,2
2020-04-13,4
2020-04-14,4
2020-04-15,3
2020-04-16,6
2020-04-17,2
2020-04-18,5
2020-04-19,4
2020-04-20,4
2020-04-21,4
2020-04-22,10
2020-04-23,1
2020-04-24,5
2020-04-25,4
2020-04-26,6
2020-04-27,7
2020-04-28,5
2020-04-29,3
2020-04-30,7
2020-05-01,5
2020-05-02,7
2020-05-03,4
2020-05-04,6
2020-05-05,2
2020-05-06,6
2020-05-07,3
2020-05-08,6
2020-05-09,5
2020-05-10,6
2020-05-11,11
2020-05-12,11
2020-05-13,6
2020-05-14,4
2020-05-15,5
2020-05-16,4
2020-05-17,4
2020-05-18,7
2020-05-19,2
2020-05-20,5
2020-05-21,4
2020-05-22,4
2020-05-23,3
2020-05-24,2
2020-05-25,1
2020-05-26,2
2020-05-27,1
