"estimate","lower","upper","onset_date","n.reported"
18,18,18,2020-05-23,18
15,15,17,2020-05-24,15
22,22,24,2020-05-25,22
19,19,22,2020-05-26,19
35,34,38,2020-05-27,34
35,34,38,2020-05-28,34
17,16,20,2020-05-29,16
32,31,35,2020-05-30,31
26,25,30,2020-05-31,25
61,59,65,2020-06-01,59
27,25,30,2020-06-02,25
31,29,34,2020-06-03,29
29,27,33,2020-06-04,27
34,32,38,2020-06-05,32
26,24,30,2020-06-06,24
25,23,29,2020-06-07,23
30,28,34,2020-06-08,28
29,26,33,2020-06-09,26
40,37,46,2020-06-10,37
48,45,54,2020-06-11,44
31,28,36,2020-06-12,27
34,31,40,2020-06-13,30
29,25,34,2020-06-14,24
29,25,35,2020-06-15,24
31,27,37,2020-06-16,25
33,28,40,2020-06-17,25
36,30,44,2020-06-18,26
47,39,56,2020-06-19,33
40,32,50,2020-06-20,24
41,33,52.0249999999996,2020-06-21,23
38,28,50,2020-06-22,17
31,20,45,2020-06-23,8
39,26.9750000000002,56,2020-06-24,11
41,25,62,2020-06-25,6
55,34,86,2020-06-26,10
56,31,99,2020-06-27,5
54,28,105,2020-06-28,2
52,24,114,2020-06-29,NA
52,22,126,2020-06-30,NA
52,21,142,2020-07-01,NA
