"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-22,2
1,1,1,2020-04-23,1
4,4,5,2020-04-24,4
4,4,5,2020-04-25,4
3,3,4,2020-04-26,3
2,2,4,2020-04-27,2
1,1,3,2020-04-28,1
1,1,4,2020-04-29,1
3,3,6,2020-04-30,3
6,5,9,2020-05-01,5
4,3,7,2020-05-02,3
6,5,9,2020-05-03,5
7,6,11,2020-05-04,6
8,7,12,2020-05-05,7
5,4,9,2020-05-06,4
6,5,10,2020-05-07,5
7,5,11,2020-05-08,5
8,6,12,2020-05-09,6
6,4,10,2020-05-10,4
4,2,8,2020-05-11,2
5,3,9,2020-05-12,3
4,2,8,2020-05-13,2
4,2,9,2020-05-14,2
3,1,8,2020-05-15,1
4,2,9,2020-05-16,2
2,0,7,2020-05-17,NA
3,1,8,2020-05-18,1
2,0,7,2020-05-19,NA
4,2,9,2020-05-20,2
4,1,9,2020-05-21,1
3,0,8,2020-05-22,NA
4,1,10,2020-05-23,1
3,0,9,2020-05-24,NA
4,1,10,2020-05-25,1
3,0,10,2020-05-26,NA
3,0,10,2020-05-27,NA
3,0,10,2020-05-28,NA
3,0,11,2020-05-29,NA
3,0,12,2020-05-30,NA
3,0,12,2020-05-31,NA
