"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-16,1
3,3,3,2020-05-17,3
4,4,4,2020-05-18,4
7,7,7,2020-05-19,7
2,2,2,2020-05-20,2
3,3,4,2020-05-21,3
2,2,3,2020-05-22,2
1,1,2,2020-05-23,1
2,2,3,2020-05-24,2
9,9,11,2020-05-25,9
3,3,5,2020-05-26,3
2,2,4,2020-05-27,2
1,1,3,2020-05-28,1
2,2,4,2020-05-29,2
2,2,4,2020-05-30,2
3,3,5,2020-05-31,3
3,3,5,2020-06-01,3
1,1,3,2020-06-02,1
3,3,5,2020-06-03,3
3,3,6,2020-06-04,3
7,6,9,2020-06-05,6
11,10,14,2020-06-06,10
7,6,11,2020-06-07,6
6,5,9,2020-06-08,5
6,5,9,2020-06-09,5
5,4,8,2020-06-10,4
4,3,7,2020-06-11,3
3,2,6,2020-06-12,2
5,4,8,2020-06-13,4
7,6,10,2020-06-14,6
4,3,8,2020-06-15,3
6,4,9,2020-06-16,4
6,4,11,2020-06-17,4
11,8,16,2020-06-18,8
12,9,18,2020-06-19,9
6,3,11,2020-06-20,3
5,2,10,2020-06-21,2
4,1,9,2020-06-22,1
5,2,11,2020-06-23,2
4,0,11,2020-06-24,NA
