"estimate","lower","upper","onset_date","n.reported"
21,21,21,2020-04-30,21
49,49,50,2020-05-01,49
28,28,29,2020-05-02,28
21,21,22,2020-05-03,21
28,28,30,2020-05-04,28
33,33,36,2020-05-05,33
25,25,27,2020-05-06,25
28,27,30,2020-05-07,27
27,26,29,2020-05-08,26
34,33,37,2020-05-09,33
33,32,36,2020-05-10,32
28,27,31,2020-05-11,27
15,14,18,2020-05-12,14
26,25,29,2020-05-13,25
21,19,24,2020-05-14,19
32,30,36,2020-05-15,30
37,34,41,2020-05-16,34
25,22,29,2020-05-17,22
33,30,38,2020-05-18,30
20,17,25,2020-05-19,17
33,30,38,2020-05-20,29
21,17,26,2020-05-21,16
25,21,31,2020-05-22,20
19,15,25,2020-05-23,13
20,16,27,2020-05-24,14
20,15,27,2020-05-25,13
16,11,23,2020-05-26,8
25,19,33,2020-05-27,15
23,16,31,2020-05-28,12
17,10,26,2020-05-29,5
19,12,29,2020-05-30,6
21,13,31,2020-05-31,6
25,16,36,2020-06-01,8
21,12,33,2020-06-02,3
22,13,35,2020-06-03,4
20,10,33,2020-06-04,1
20,9,34,2020-06-05,NA
20,9,35,2020-06-06,NA
20,9,36,2020-06-07,NA
20,9,37,2020-06-08,NA
