"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-05-02,7
4,4,4,2020-05-03,4
3,3,3,2020-05-04,3
7,7,7,2020-05-05,7
8,8,8,2020-05-06,8
10,10,11,2020-05-07,10
9,9,10,2020-05-08,9
6,6,7,2020-05-09,6
7,7,8,2020-05-10,7
8,8,10,2020-05-11,8
8,8,10,2020-05-12,8
9,9,11,2020-05-13,9
8,8,10,2020-05-14,8
8,8,10,2020-05-15,8
10,10,13,2020-05-16,10
6,6,9,2020-05-17,6
7,6,10,2020-05-18,6
5,4,8,2020-05-19,4
6,5,9,2020-05-20,5
14,13,18,2020-05-21,13
8,6,12,2020-05-22,6
14,12,19,2020-05-23,12
10,7,15,2020-05-24,7
13,10,19,2020-05-25,10
13,10,19,2020-05-26,9
22,18,29.0249999999996,2020-05-27,17
18,14,26,2020-05-28,12
18,13,27,2020-05-29,11
17,12,26,2020-05-30,9
18,12,27,2020-05-31,9
21,14,30,2020-06-01,11
17,11,27,2020-06-02,7
14,8,24,2020-06-03,4
17,10,27,2020-06-04,5
22,14,33,2020-06-05,8
19,11,32,2020-06-06,4
21,12,36,2020-06-07,4
25,14,42,2020-06-08,5
27,16,48,2020-06-09,6
23,11,46,2020-06-10,1
