"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-04-27,4
8,8,8,2020-04-28,8
2,2,2,2020-04-29,2
7,7,7,2020-04-30,7
8,8,8,2020-05-01,8
3,3,4,2020-05-02,3
4,4,5,2020-05-03,4
2,2,3,2020-05-04,2
3,3,4,2020-05-05,3
3,3,5,2020-05-06,3
5,5,7,2020-05-07,5
8,8,10,2020-05-08,8
7,7,9,2020-05-09,7
5,5,7,2020-05-10,5
6,6,8,2020-05-11,6
9,9,12,2020-05-12,9
3,2,5,2020-05-13,2
4,3,7,2020-05-14,3
6,5,9,2020-05-15,5
7,6,10.0249999999996,2020-05-16,6
5,4,9,2020-05-17,4
5,3,8,2020-05-18,3
8,6,12,2020-05-19,6
9,7,13,2020-05-20,7
7,5,12,2020-05-21,5
7,4,11,2020-05-22,4
8,5,13,2020-05-23,5
7,4,12,2020-05-24,4
10,6,15,2020-05-25,6
6,3,11,2020-05-26,2
12,8,17,2020-05-27,7
8,4,14,2020-05-28,3
7,3,14,2020-05-29,2
11,7,18,2020-05-30,5
10,5,18,2020-05-31,3
12,7,22,2020-06-01,5
12,6,21,2020-06-02,4
8,2,18,2020-06-03,NA
8,2,19,2020-06-04,NA
10,3,21,2020-06-05,1
