"estimate","lower","upper","onset_date","n.reported"
52,52,52,2020-04-24,52
41,41,44,2020-04-25,41
51,50,55,2020-04-26,50
45,44,49,2020-04-27,44
37,36,41,2020-04-28,36
30,29,34,2020-04-29,29
51,49,56,2020-04-30,49
81,78,87,2020-05-01,78
51,48,56,2020-05-02,48
39,36,44,2020-05-03,36
64,60,69,2020-05-04,60
63,59,69,2020-05-05,59
47,44,53,2020-05-06,44
56,53,62,2020-05-07,52
55,51,61,2020-05-08,50
60,55,67,2020-05-09,54
64,59,72,2020-05-10,57
71,66,79,2020-05-11,63
36,31,43,2020-05-12,29
51,46,59,2020-05-13,43
50,44,58,2020-05-14,40
79,71,89,2020-05-15,64
68,60,79,2020-05-16,52
64,56,76,2020-05-17,46
89,79,102,2020-05-18,66
53,43,65,2020-05-19,32
76,65,91,2020-05-20,50
57,46,71,2020-05-21,31
69,57,85,2020-05-22,39
55,43,70,2020-05-23,24
65,51,83,2020-05-24,28
65,49,83,2020-05-25,24
66,48,88,2020-05-26,18
86,65,114,2020-05-27,24
94,69,127,2020-05-28,21
88,61,124,2020-05-29,10
115,79,166,2020-05-30,17
111,69,170,2020-05-31,7
118,66,199,2020-06-01,4
124,63,246,2020-06-02,2
