"dt_notific","n.notific"
2020-03-14,1
2020-03-17,1
2020-03-25,1
2020-03-26,1
2020-03-27,1
2020-04-01,1
2020-04-03,1
2020-04-04,2
2020-04-05,4
2020-04-06,3
2020-04-08,1
2020-04-10,2
2020-04-11,2
2020-04-13,1
2020-04-14,2
2020-04-15,1
2020-04-18,2
2020-04-19,2
2020-04-22,3
2020-04-23,3
2020-04-25,1
2020-04-26,1
2020-04-28,2
2020-04-30,1
2020-05-01,1
2020-05-05,2
2020-05-07,2
2020-05-09,1
2020-05-11,1
2020-05-13,3
2020-05-14,2
2020-05-15,1
2020-05-16,1
2020-05-17,1
2020-05-18,3
2020-05-19,1
2020-05-21,2
2020-05-22,1
2020-05-25,3
2020-05-28,1
2020-05-29,1
2020-05-30,1
2020-06-03,1
2020-06-05,1
