"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-11,3
8,8,8,2020-05-12,8
8,8,10,2020-05-13,8
4,4,7,2020-05-14,4
6,6,9,2020-05-15,6
5,5,8,2020-05-16,5
3,3,6,2020-05-17,3
8,8,12,2020-05-18,8
4,3,7,2020-05-19,3
14,13,18,2020-05-20,13
10,9,14,2020-05-21,9
6,5,10,2020-05-22,5
4,3,7,2020-05-23,3
9,8,13,2020-05-24,8
7,6,11,2020-05-25,6
11,10,16,2020-05-26,10
5,4,9,2020-05-27,4
7,5,11,2020-05-28,5
8,6,13,2020-05-29,6
19,15,25,2020-05-30,15
18,14,25,2020-05-31,13
22,17,30,2020-06-01,16
23,19,32,2020-06-02,17
12,7,19,2020-06-03,6
19,14,28,2020-06-04,12
17,11,27,2020-06-05,8
31,23,44,2020-06-06,18
24,16,37,2020-06-07,10
30,20,45,2020-06-08,12
30,19,48,2020-06-09,9
37,23,60,2020-06-10,10
41,24,68,2020-06-11,7
50,30,87,2020-06-12,8
48,25,88,2020-06-13,2
66,35,129,2020-06-14,4
88,43,201,2020-06-15,6
84,35,211,2020-06-16,2
79,28,227,2020-06-17,NA
79,25,250.025,2020-06-18,NA
79,21,288.025,2020-06-19,NA
