"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-05-29,5
5,5,5,2020-05-30,5
3,3,3,2020-05-31,3
7,7,7,2020-06-01,7
5,5,5,2020-06-02,5
1,1,1,2020-06-03,1
4,4,4,2020-06-04,4
4,4,4,2020-06-05,4
5,5,5,2020-06-06,5
6,6,6,2020-06-07,6
4,4,4,2020-06-08,4
2,2,2,2020-06-09,2
3,3,3,2020-06-10,3
3,3,3,2020-06-11,3
9,9,9,2020-06-12,9
6,6,7,2020-06-13,6
4,4,5,2020-06-14,4
1,1,2,2020-06-15,1
4,4,6,2020-06-16,4
11,11,13,2020-06-17,11
4,4,7,2020-06-18,4
9,8,11,2020-06-19,8
7,6,9,2020-06-20,6
7,6,10,2020-06-21,6
10,9,13,2020-06-22,9
11,9,14,2020-06-23,9
11,9,14,2020-06-24,9
14,12,18,2020-06-25,12
10,8,14,2020-06-26,8
8,6,12,2020-06-27,6
9,7,14,2020-06-28,7
18,15,23,2020-06-29,15
9,6,14,2020-06-30,6
7,4,12,2020-07-01,4
8,5,13,2020-07-02,4
13,9,20,2020-07-03,8
11,6,18,2020-07-04,4
17,11,26.0249999999996,2020-07-05,8
18,10,29,2020-07-06,6
21,12,39,2020-07-07,6
