"dt_sin_pri","n.casos"
2020-01-13,1
2020-02-05,1
2020-02-12,1
2020-03-01,1
2020-03-04,1
2020-03-05,1
2020-03-09,1
2020-03-13,1
2020-03-14,1
2020-03-15,1
2020-03-16,1
2020-03-22,1
2020-03-23,1
2020-03-29,1
2020-03-30,2
2020-03-31,2
2020-04-02,1
2020-04-05,1
2020-04-08,1
2020-04-09,2
2020-04-10,3
2020-04-11,1
2020-04-12,1
2020-04-13,1
2020-04-14,1
2020-04-15,1
2020-04-16,1
2020-04-17,1
2020-04-18,2
2020-04-19,1
2020-04-20,2
2020-04-22,2
2020-04-23,1
2020-04-24,3
2020-04-25,2
2020-04-26,4
2020-04-27,2
2020-04-29,1
2020-04-30,1
2020-05-02,1
2020-05-04,1
2020-05-07,1
2020-05-08,2
2020-05-09,1
2020-05-10,1
2020-05-13,2
2020-05-14,1
2020-05-15,1
2020-05-17,1
2020-05-19,3
2020-05-20,1
2020-05-21,1
2020-05-22,1
2020-05-23,1
2020-05-25,1
2020-05-26,1
2020-05-29,1
2020-06-01,2
