"estimate","lower","upper","onset_date","n.reported"
22,22,22,2020-04-30,22
25,25,27,2020-05-01,25
16,16,18,2020-05-02,16
12,12,14,2020-05-03,12
15,15,18,2020-05-04,15
19,19,22,2020-05-05,19
10,10,13,2020-05-06,10
24,24,27,2020-05-07,24
16,16,19,2020-05-08,16
27,26,30,2020-05-09,26
24,23,27,2020-05-10,23
21,20,25,2020-05-11,20
14,13,18,2020-05-12,13
24,22,28,2020-05-13,22
16,14,20,2020-05-14,14
22,20,27,2020-05-15,20
21,18,25,2020-05-16,18
20,17,25,2020-05-17,17
25,22,31,2020-05-18,22
24,20,29,2020-05-19,20
17,14,23,2020-05-20,13
16,13,22,2020-05-21,12
26,22,32,2020-05-22,21
12,8,18,2020-05-23,7
13,9,20,2020-05-24,8
15,11,22,2020-05-25,9
11,7,18,2020-05-26,5
12,7,19,2020-05-27,5
9,4,17,2020-05-28,2
8,3,16,2020-05-29,1
10,4,19,2020-05-30,2
11,4,20,2020-05-31,2
11,5,21,2020-06-01,2
10,3,20,2020-06-02,NA
11,3,22,2020-06-03,1
10,2,22,2020-06-04,NA
10,2,23,2020-06-05,NA
11,2,24,2020-06-06,NA
12,3,26,2020-06-07,1
11,2,27,2020-06-08,NA
