"estimate","lower","upper","onset_date","n.reported"
19,19,19,2020-05-16,19
14,14,16,2020-05-17,14
22,22,24,2020-05-18,22
11,11,13,2020-05-19,11
13,13,15,2020-05-20,13
8,8,10,2020-05-21,8
17,17,19,2020-05-22,17
12,11,14,2020-05-23,11
15,14,19,2020-05-24,14
17,15,20,2020-05-25,15
17,15,21,2020-05-26,15
17,15,22,2020-05-27,15
9,6,13,2020-05-28,6
8,5,13,2020-05-29,5
16,13,21,2020-05-30,13
16,13,21,2020-05-31,12
21,18,26,2020-06-01,17
11,7,16,2020-06-02,6
15,11,21,2020-06-03,10
18,14,24,2020-06-04,12
6,2,13,2020-06-05,NA
11,6,17,2020-06-06,4
14,9,21,2020-06-07,6
16,10,23,2020-06-08,7
19,13,26,2020-06-09,9
17,10,25,2020-06-10,6
18,11,27,2020-06-11,6
15,8,24,2020-06-12,3
17,10,26,2020-06-13,4
15,8,25,2020-06-14,2
13,6,23,2020-06-15,NA
18,11,29,2020-06-16,4
15,8,26,2020-06-17,1
16,8,27,2020-06-18,1
15,7,26,2020-06-19,NA
16,7,27,2020-06-20,1
15,6,26,2020-06-21,NA
15,6,26,2020-06-22,NA
15,6,26,2020-06-23,NA
15,6,27,2020-06-24,NA
