"estimate","lower","upper","onset_date","n.reported"
25,25,25,2020-05-25,25
34,33,38,2020-05-26,33
23,22,28,2020-05-27,22
26,25,31,2020-05-28,25
24,22,29,2020-05-29,22
27,25,33,2020-05-30,25
26,23,31,2020-05-31,23
38,35,43,2020-06-01,35
17,13,22,2020-06-02,13
24,21,30,2020-06-03,20
28,24,33,2020-06-04,23
34,30,40,2020-06-05,29
20,16,26,2020-06-06,15
22,18,28,2020-06-07,17
22,18,28,2020-06-08,17
15,10,21,2020-06-09,9
32,28,39,2020-06-10,26
22,18,29,2020-06-11,16
24,19,31,2020-06-12,17
14,9,21,2020-06-13,7
24,19,32,2020-06-14,16
26,20,33,2020-06-15,17
27,21,35,2020-06-16,17
26,20,34,2020-06-17,16
28,22,36,2020-06-18,17
25,18,33,2020-06-19,13
23,17,32,2020-06-20,11
20,13,29,2020-06-21,7
20,12,29,2020-06-22,6
19,11,29,2020-06-23,4
19,11,29,2020-06-24,3
21,12,31,2020-06-25,4
18,9,29,2020-06-26,NA
24,15,35,2020-06-27,5
21,12,32,2020-06-28,1
26,17,38,2020-06-29,5
22,12,35,2020-06-30,NA
26,16,41,2020-07-01,4
24,13,40,2020-07-02,1
23,12,40,2020-07-03,NA
