"estimate","lower","upper","onset_date","n.reported"
6,6,6,2020-05-16,NA
4,4,4,2020-05-17,6
0,0,0,2020-05-18,4
2,2,2,2020-05-19,NA
7,7,7,2020-05-20,2
13,13,13,2020-05-21,7
6,6,6,2020-05-22,13
8,8,8,2020-05-23,6
4,4,4,2020-05-24,8
3,3,3,2020-05-25,4
6,6,8,2020-05-26,3
8,8,10,2020-05-27,6
5,5,8,2020-05-28,8
2,2,5,2020-05-29,5
6,6,9,2020-05-30,2
4,4,7,2020-05-31,6
1,1,4,2020-06-01,4
10,9,13,2020-06-02,1
9,8,12,2020-06-03,9
6,5,9,2020-06-04,8
6,5,9,2020-06-05,5
4,3,7,2020-06-06,5
1,0,4,2020-06-07,3
3,2,6,2020-06-08,NA
1,0,5,2020-06-09,2
7,5,10,2020-06-10,NA
3,1,6,2020-06-11,5
7,5,11,2020-06-12,1
2,0,6,2020-06-13,5
6,4,10,2020-06-14,NA
4,2,8,2020-06-15,4
3,1,7,2020-06-16,2
4,2,8,2020-06-17,1
4,2,9,2020-06-18,2
7,5,12,2020-06-19,2
2,0,7,2020-06-20,5
5,2,10,2020-06-21,NA
3,0,9,2020-06-22,2
4,0,10,2020-06-23,NA
4,0,11,2020-06-24,NA
