"dt_evoluca","n.casos"
2020-03-09,1
2020-03-15,1
2020-03-24,2
2020-03-26,1
2020-03-29,1
2020-04-01,2
2020-04-04,2
2020-04-05,3
2020-04-06,2
2020-04-07,1
2020-04-08,2
2020-04-10,1
2020-04-12,2
2020-04-13,1
2020-04-14,1
2020-04-16,1
2020-04-21,1
2020-04-22,1
2020-04-23,2
2020-04-27,3
2020-04-29,1
2020-04-30,1
2020-05-01,1
2020-05-03,1
2020-05-04,4
2020-05-06,1
2020-05-07,1
2020-05-08,1
2020-05-09,1
2020-05-10,1
2020-05-12,2
2020-05-13,2
2020-05-14,4
2020-05-15,1
2020-05-17,1
2020-05-22,1
2020-05-23,2
2020-05-24,4
2020-05-25,2
2020-05-26,2
2020-05-27,1
2020-05-28,1
2020-05-29,2
2020-05-30,2
2020-06-01,2
2020-06-02,3
2020-06-03,2
2020-06-04,3
2020-06-05,1
