"dt_evoluca","n.casos"
2020-03-26,1
2020-04-03,1
2020-04-04,1
2020-04-05,1
2020-04-13,1
2020-04-23,1
2020-04-25,1
2020-04-26,1
2020-05-09,1
2020-05-10,1
2020-05-12,1
2020-05-14,2
2020-05-15,1
2020-05-16,1
2020-05-19,1
2020-05-20,1
2020-05-23,1
2020-05-24,2
2020-05-25,2
2020-05-26,2
2020-05-29,1
2020-05-30,1
2020-05-31,1
2020-06-01,2
2020-06-02,2
2020-06-03,2
2020-06-04,7
2020-06-05,3
2020-06-06,2
2020-06-07,3
2020-06-08,5
2020-06-09,3
2020-06-10,3
2020-06-11,7
2020-06-12,2
2020-06-13,4
2020-06-14,6
2020-06-15,8
2020-06-16,7
2020-06-17,5
2020-06-18,4
2020-06-19,4
2020-06-20,9
2020-06-21,5
2020-06-22,2
2020-06-23,5
2020-06-24,5
2020-06-25,4
2020-06-26,8
2020-06-27,4
2020-06-28,8
2020-06-29,3
2020-06-30,6
2020-07-01,2
