"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-16,1
2,2,2,2020-05-17,2
4,4,4,2020-05-18,4
3,3,3,2020-05-19,3
2,2,2,2020-05-20,2
4,4,4,2020-05-21,4
1,1,1,2020-05-22,1
6,6,6,2020-05-23,6
6,6,7,2020-05-24,6
5,5,6,2020-05-25,5
3,3,4,2020-05-26,3
2,2,3,2020-05-27,2
3,3,4,2020-05-28,3
4,4,5,2020-05-29,4
4,4,5,2020-05-30,4
2,2,3,2020-05-31,2
3,3,5,2020-06-01,3
9,9,11,2020-06-02,9
4,4,6,2020-06-03,4
7,7,9,2020-06-04,7
9,9,11,2020-06-05,9
5,5,7,2020-06-06,5
5,5,7,2020-06-07,5
8,8,10,2020-06-08,8
7,7,10,2020-06-09,7
5,5,8,2020-06-10,5
11,11,14,2020-06-11,11
4,4,7,2020-06-12,4
7,6,9,2020-06-13,6
11,10,13,2020-06-14,10
12,11,15,2020-06-15,11
9,8,12,2020-06-16,8
7,6,11,2020-06-17,6
8,6,11,2020-06-18,6
8,5,12,2020-06-19,5
12,9,17,2020-06-20,9
9,6,15,2020-06-21,5
8,4,14,2020-06-22,3
14,9,21,2020-06-23,7
14,8,26,2020-06-24,5
