"estimate","lower","upper","onset_date","n.reported"
5,5,5,2020-06-07,5
3,3,3,2020-06-08,3
2,2,2,2020-06-09,2
4,4,4,2020-06-10,4
0,0,0,2020-06-11,NA
6,6,6,2020-06-12,6
3,3,3,2020-06-13,3
4,4,4,2020-06-14,4
2,2,2,2020-06-15,2
3,3,3,2020-06-16,3
4,4,4,2020-06-17,4
2,2,2,2020-06-18,2
0,0,0,2020-06-19,NA
2,2,2,2020-06-20,2
5,5,5,2020-06-21,5
5,5,5,2020-06-22,5
1,1,2,2020-06-23,1
0,0,1,2020-06-24,NA
2,2,3,2020-06-25,2
3,3,4,2020-06-26,3
0,0,1,2020-06-27,NA
3,3,4,2020-06-28,3
0,0,1,2020-06-29,NA
2,2,3,2020-06-30,2
4,4,5,2020-07-01,4
0,0,1,2020-07-02,NA
0,0,2,2020-07-03,NA
2,2,4,2020-07-04,2
1,1,3,2020-07-05,1
5,5,7,2020-07-06,5
2,2,5,2020-07-07,2
4,3,6,2020-07-08,3
3,2,5,2020-07-09,2
1,0,4,2020-07-10,NA
2,1,5,2020-07-11,1
5,3,9,2020-07-12,3
3,1,8,2020-07-13,1
7,4,13,2020-07-14,4
4,1,12,2020-07-15,1
5,1,13,2020-07-16,1
