"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-04-30,4
2,2,2,2020-05-01,2
6,6,6,2020-05-02,6
2,2,3,2020-05-03,2
4,4,5,2020-05-04,4
4,4,5,2020-05-05,4
2,2,3,2020-05-06,2
7,7,8,2020-05-07,7
5,5,6,2020-05-08,5
4,4,5,2020-05-09,4
8,8,9,2020-05-10,8
6,6,8,2020-05-11,6
5,5,7,2020-05-12,5
4,4,7,2020-05-13,4
3,2,6,2020-05-14,2
6,5,10,2020-05-15,5
6,4,9,2020-05-16,4
3,1,7,2020-05-17,1
9,7,13,2020-05-18,7
7,5,12,2020-05-19,5
4,2,9,2020-05-20,2
5,3,10,2020-05-21,3
3,0,7,2020-05-22,NA
5,2,10,2020-05-23,2
3,0,8,2020-05-24,NA
7,3,12,2020-05-25,3
6,2,11,2020-05-26,2
5,1,10,2020-05-27,1
6,2,11,2020-05-28,2
4,0,10,2020-05-29,NA
4,1,10,2020-05-30,NA
4,1,10,2020-05-31,NA
4,1,10.0249999999996,2020-06-01,NA
5,1,11,2020-06-02,NA
5,1,11,2020-06-03,NA
4,1,11,2020-06-04,NA
4,1,11,2020-06-05,NA
5,1,11,2020-06-06,NA
5,1,11,2020-06-07,NA
5,1,11,2020-06-08,NA
