"estimate","lower","upper","onset_date","n.reported"
37,37,37,2020-04-25,37
45,45,45,2020-04-26,45
24,24,24,2020-04-27,24
48,48,48,2020-04-28,48
47,47,47,2020-04-29,47
53,53,53,2020-04-30,53
42,42,45,2020-05-01,42
54,54,57,2020-05-02,54
59,59,63,2020-05-03,59
49,49,53,2020-05-04,49
63,63,67,2020-05-05,63
61,60,65,2020-05-06,60
51,49,56,2020-05-07,49
49,47,54,2020-05-08,47
58,55,63,2020-05-09,55
47,43,53,2020-05-10,43
56,52,62,2020-05-11,51
46,41,52,2020-05-12,40
39,33,46,2020-05-13,30
58,52,66,2020-05-14,47
51,45,60,2020-05-15,39
56,49,65,2020-05-16,42
51,43,60,2020-05-17,35
54,45,64,2020-05-18,36
45,36,55,2020-05-19,26
44,35,55,2020-05-20,23
54,45,66,2020-05-21,31
55,45,68,2020-05-22,29
54,43,67,2020-05-23,25
60,48,74,2020-05-24,28
64,51,78,2020-05-25,30
40,27,54,2020-05-26,5
59,46,74,2020-05-27,21
56,42,72,2020-05-28,16
63,48,80,2020-05-29,20
57,42,75,2020-05-30,13
57,41,76,2020-05-31,11
58,42,78,2020-06-01,11
53,35,73,2020-06-02,4
53,34,75,2020-06-03,2
