"dt_sin_pri","n.casos"
2020-02-14,1
2020-02-26,1
2020-03-02,1
2020-03-10,1
2020-03-12,1
2020-03-14,1
2020-03-17,2
2020-03-18,2
2020-03-19,3
2020-03-20,1
2020-03-21,2
2020-03-23,1
2020-03-25,1
2020-03-30,1
2020-03-31,1
2020-04-01,2
2020-04-03,1
2020-04-05,4
2020-04-06,1
2020-04-07,1
2020-04-09,1
2020-04-10,1
2020-04-11,1
2020-04-12,1
2020-04-13,3
2020-04-15,1
2020-04-16,1
2020-04-17,3
2020-04-18,1
2020-04-19,2
2020-04-20,5
2020-04-21,4
2020-04-22,4
2020-04-23,1
2020-04-24,1
2020-04-25,1
2020-04-26,2
2020-04-27,6
2020-04-28,5
2020-04-29,2
2020-04-30,3
2020-05-01,2
2020-05-02,1
2020-05-03,5
2020-05-04,2
2020-05-05,2
2020-05-06,1
2020-05-07,1
2020-05-08,5
2020-05-09,7
2020-05-10,1
2020-05-11,3
2020-05-12,6
2020-05-13,2
2020-05-14,7
2020-05-15,6
2020-05-16,3
2020-05-17,1
2020-05-18,7
2020-05-19,3
2020-05-20,8
2020-05-21,6
2020-05-22,11
2020-05-23,10
2020-05-24,3
2020-05-25,6
2020-05-26,8
2020-05-27,6
2020-05-28,8
2020-05-29,7
2020-05-30,2
2020-05-31,6
2020-06-01,9
2020-06-02,3
2020-06-03,9
2020-06-04,7
2020-06-05,12
2020-06-06,5
2020-06-07,6
2020-06-08,7
2020-06-09,5
2020-06-10,8
2020-06-11,3
2020-06-12,9
2020-06-13,3
2020-06-14,5
2020-06-15,8
2020-06-16,5
2020-06-17,2
2020-06-18,4
2020-06-19,5
2020-06-20,2
2020-06-21,2
2020-06-22,3
2020-06-23,2
2020-06-24,2
2020-06-25,3
2020-06-26,3
2020-06-27,1
2020-06-28,1
2020-06-29,2
